query_id,model,ndcg_at_10,exact_mrr_at_10,es_recall_at_5,complement_exposure_at_5,irrelevant_exposure_at_5
530,word_tfidf,0.6464141585695623,1.0,0.3125,0.0,0.0
530,combined_lexical,0.640592372591138,1.0,0.3125,0.0,0.0
530,lightgbm_ranker,0.640492613549932,1.0,0.3125,0.0,0.0
531,word_tfidf,0.765896536539365,1.0,0.3076923076923077,0.0,0.2
531,combined_lexical,0.6679997056356413,1.0,0.3076923076923077,0.0,0.2
531,lightgbm_ranker,0.641481933563255,1.0,0.3076923076923077,0.0,0.2
536,word_tfidf,0.3514680483171223,0.3333333333333333,0.3333333333333333,0.0,0.6
536,combined_lexical,0.28418558757726664,0.2,0.3333333333333333,0.0,0.6
536,lightgbm_ranker,0.2496361034455806,0.14285714285714285,0.0,0.0,1.0
540,word_tfidf,0.6067149318718833,1.0,0.25,0.0,0.4
540,combined_lexical,0.6131546193776295,1.0,0.25,0.0,0.4
540,lightgbm_ranker,0.6205264539686914,1.0,0.3333333333333333,0.0,0.2
541,word_tfidf,0.7033938127398295,0.5,0.36363636363636365,0.2,0.0
541,combined_lexical,0.7010431440621685,0.5,0.36363636363636365,0.2,0.0
541,lightgbm_ranker,0.666064651000223,1.0,0.36363636363636365,0.2,0.0
551,word_tfidf,1.0,1.0,0.35714285714285715,0.0,0.0
551,combined_lexical,0.9604005252455213,1.0,0.35714285714285715,0.0,0.0
551,lightgbm_ranker,0.983692184649509,1.0,0.2857142857142857,0.0,0.2
553,word_tfidf,0.3330225940490892,0.2,0.17647058823529413,0.0,0.4
553,combined_lexical,0.6396586396255094,0.5,0.23529411764705882,0.0,0.2
553,lightgbm_ranker,0.5086397277798008,0.5,0.23529411764705882,0.0,0.2
563,word_tfidf,0.7401114936589829,1.0,0.36363636363636365,0.0,0.2
563,combined_lexical,0.6945372072606988,1.0,0.36363636363636365,0.0,0.2
563,lightgbm_ranker,0.4648196224211874,0.3333333333333333,0.2727272727272727,0.0,0.4
565,word_tfidf,0.3108823019092645,0.3333333333333333,0.23076923076923078,0.0,0.4
565,combined_lexical,0.5599093723198224,1.0,0.3076923076923077,0.0,0.2
565,lightgbm_ranker,0.6268983215058346,1.0,0.3076923076923077,0.0,0.2
567,word_tfidf,0.5077579373696385,1.0,0.13513513513513514,0.0,0.0
567,combined_lexical,0.5567854624905539,1.0,0.13513513513513514,0.0,0.0
567,lightgbm_ranker,0.36898552460782547,1.0,0.13513513513513514,0.0,0.0
568,word_tfidf,0.3917871096204758,0.14285714285714285,0.0,0.2,0.8
568,combined_lexical,0.47616505058799297,0.25,0.6666666666666666,0.2,0.4
568,lightgbm_ranker,0.570741553752073,0.5,0.6666666666666666,0.0,0.6
570,word_tfidf,0.5087889243766179,0.3333333333333333,0.13793103448275862,0.0,0.2
570,combined_lexical,0.4557477978307161,0.3333333333333333,0.1724137931034483,0.0,0.0
570,lightgbm_ranker,0.3894935743763271,0.3333333333333333,0.1724137931034483,0.0,0.0
578,word_tfidf,0.459671150538167,0.5,0.35714285714285715,0.0,0.0
578,combined_lexical,0.27207140680142644,0.125,0.35714285714285715,0.0,0.0
578,lightgbm_ranker,0.3712042485886038,0.16666666666666666,0.35714285714285715,0.0,0.0
593,word_tfidf,0.688928287969958,1.0,0.15151515151515152,0.0,0.0
593,combined_lexical,0.6785770883690293,1.0,0.12121212121212122,0.0,0.2
593,lightgbm_ranker,0.3511314958091086,0.16666666666666666,0.12121212121212122,0.0,0.2
594,word_tfidf,0.46735926812935663,1.0,0.09375,0.4,0.0
594,combined_lexical,0.5723100848397109,1.0,0.09375,0.4,0.0
594,lightgbm_ranker,0.6211473804563731,1.0,0.15625,0.0,0.0
598,word_tfidf,0.6878156419297495,1.0,0.25,0.2,0.0
598,combined_lexical,0.5968620905503031,1.0,0.1875,0.2,0.2
598,lightgbm_ranker,0.3019882792944266,0.25,0.0625,0.0,0.8
599,word_tfidf,0.5195351312641463,1.0,0.16666666666666666,0.0,0.6
599,combined_lexical,0.398418181588764,0.3333333333333333,0.16666666666666666,0.0,0.6
599,lightgbm_ranker,0.5761770550428333,0.5,0.3333333333333333,0.0,0.2
600,word_tfidf,0.725288604454269,0.5,0.15625,0.0,0.0
